hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
13333,3629,2728,3729,3871,5358,5358,4701,3231,4136,6374,10220,10220,8953,7686,6729,7823,8582,6401,7760,6696,7953,6934,7650,6244,6093,5185,4569,4821,4277,5676,6367,5724,6274,6781,7710,7366,7214,7673,6270,6931,5971,7747,4971,4149,4444,4782,4985,5114,3997,4444,4252,3769,4338,3717,3088,3604,3789,4480,4198,4439,4546,3816,4247,4867,4077,3988,3687
13463,0,0,0,0,0,0,0,0,0,1484,2814,2814,8251,7101,7444,8928,7714,9923,10605,10013,11982,13726,19233,16330,17070,21606,19983,22009,22888,19410,23691,25245,29808,26839,30350,29597,33830,27534,31429,36988,40422,51613,48055,40442,60874,95671,105628,127651,148557,148668,177508,207527,264498,264180,242663,325532,313465,360518,370282,398082,405578,456731,404634,434696,425073,415451,430898
13479,419,781,885,820,834,834,1147,940,906,969,1028,1028,1164,1297,1289,1472,2011,1895,1902,1712,2700,3446,5548,5645,6508,8735,7033,7321,7701,10359,11009,8904,11372,11159,14731,12180,13895,14879,12151,6840,6973,8355,8160,7077,24963,23549,27622,25632,21950,21249,18005,16710,19797,18305,16804,22563,22571,22188,21226,20265,19147,18160,17259,15304,15397,15710,13496
13671,3003,4790,6462,6778,7193,7193,5812,4717,5294,6071,6375,6375,9461,9662,19281,21852,10235,10514,10040,7449,11473,13049,14625,10680,11403,11697,11733,13045,14707,11514,8412,7443,11228,9040,13426,13880,11168,10241,7719,8785,8895,10936,13860,14366,11624,14473,13986,17579,12901,14212,12958,13392,13088,11827,8146,9477,8761,10863,12193,10840,9990,10152,9424,8455,9093,7518,6398
13988,0,0,0,0,0,0,0,0,0,41,16,16,137,155,168,482,457,347,212,208,299,312,504,673,881,505,553,825,1854,3606,4462,5090,8281,7124,9723,17461,25451,22375,29999,48982,43062,29131,23888,21094,23171,24606,29646,29414,31709,42914,39983,28813,9967,10683,11896,10000,12907,34694,34258,42188,37114,32040,12043,19034,19496,18644,26940
14121,1673,2416,4197,4266,4034,4034,4667,2699,4962,5667,8024,8024,8255,9500,8744,8142,8246,8376,7414,6131,7080,5656,6287,5627,6553,6799,7446,8332,7207,7526,8291,6726,5801,6145,5710,4978,4799,4842,5015,4767,4356,6384,6600,5286,7442,7076,6730,8484,6211,5065,4271,3994,7413,14270,16412,17250,18383,18415,18448,12767,10297,15558,13549,10999,14786,13673,15437
14148,0,0,0,0,0,0,0,0,0,50,366,366,4977,11704,14151,26861,25176,23907,71472,43452,37367,45622,56186,51801,58014,53633,50744,60562,70381,64523,56606,45014,50336,49549,59347,52813,38270,31052,26991,29524,28209,29074,21347,17051,19880,17570,16194,14739,12383,15256,15666,12833,15263,15888,10480,14012,13768,13674,11769,10373,27290,15609,13403,13108,8622,6848,6707
26,39609,27555,30246,32791,31136,31136,29795,30002,34274,35894,41433,34274,29819,30982,28698,28560,29282,30349,28595,29421,34925,21850,28231,19438,17287,19063,17211,14592,13853,15112,15600,13642,14283,12770,14655,13962,12170,13397,12570,12789,10652,11807,11901,13602,8222,8768,8878,11341,6835,11149,6384,5206,5150,4889,4242,4574,4696,9575,10071,4692,4926,4664,5003,5326,5766,5128,4246
57,8524,10026,18040,22406,28989,28989,59257,83599,92118,71956,81803,92118,125849,144698,173406,167171,191498,171306,157478,143650,124472,154936,175292,130319,134661,128749,117893,108493,84026,104006,91791,71172,76592,82325,83613,66986,52755,53677,54438,59842,61206,61178,77151,43963,30967,45810,157610,125424,36005,43776,38113,33989,45394,40159,29750,32601,50273,38097,50150,39801,26275,25814,19582,19928,39019,22236,19967
128,6278,7512,10634,10134,10913,10913,6219,6931,9434,8842,10431,9434,10857,11809,9672,11629,14430,14286,12796,11904,10365,10905,10989,8891,9970,10310,8590,14998,17138,17046,14367,17386,19636,12463,18415,14695,11759,13880,11681,10644,9853,11907,11668,11973,11950,14422,19954,16594,12165,11688,12892,16533,16280,16119,14969,14182,16467,20352,24237,23779,23578,19106,19022,18111,19479,17575,20004
3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,3,3,8,11,2,4,6,9,1,4,6,17,23,3,4,4,2
3916,0,0,0,0,0,0,0,0,0,0,84,0,18,7,12,19,15,24,20,6,5,40,44,132,281,369,203,174,213,409,4206,7813,11097,10182,9407,10879,14080,19021,17376,15731,14894,15483,12068,11588,10587,11686,7036,1718,1199,1290,1179,1152,1273,1180,618,335,382,362,182,123,134,147,116,176,160,136,138
4831,14088,5345,10116,8494,14122,14122,9445,14463,14653,20516,22589,14653,30793,38895,22955,30618,25801,25807,26147,19515,21354,20610,28766,28132,25147,24059,27450,25181,31821,25730,29451,29918,34889,34780,37931,39232,38746,42759,42371,47707,48246,64097,47046,46728,49792,54705,51739,57957,59659,61746,62027,56343,64102,71861,62214,55192,50461,56354,50629,46592,49248,52451,61343,57503,54782,55529,53534
5941,0,0,0,0,0,0,849,1683,3427,3913,6261,3427,8311,8367,7158,9169,9601,9957,15463,9883,9259,9969,11100,11805,11426,11485,10431,16472,17276,15157,15754,13450,15695,14350,14081,14162,13646,13597,15886,19125,12135,16096,16495,11366,11667,12928,13224,14187,15150,18793,17183,11097,11819,10655,9864,11353,10707,10715,9786,9920,10657,10514,9285,9669,10312,10421,13994
5966,0,0,0,0,0,0,0,0,0,0,0,0,624,243,328,435,532,1431,2484,1600,2074,2735,3386,2343,2212,2231,2521,2970,7607,3352,6046,3775,5530,4886,5235,5030,4840,5019,4547,4002,6420,9260,10140,14827,14250,16257,13672,11662,9877,11041,13714,11927,10255,10477,8783,10785,13914,17680,18005,15909,15886,18210,16871,17648,18022,18544,16596
8919,0,0,0,0,108,108,372,405,506,590,816,506,1041,1021,980,1228,1603,1978,2387,1781,1972,1483,2050,2897,2784,2245,3977,5386,3903,4116,4299,4007,4520,4445,4937,4817,5621,5857,6585,7966,7271,7793,7665,7455,6866,7868,6748,7344,7648,7746,8397,8986,9779,9512,9245,7849,7890,8506,7516,7894,6665,7151,6212,4814,5263,4526,3891
9393,776,553,1035,436,424,424,123,178,198,131,116,198,1698,195,108,120,110,233,407,5313,5144,7347,10612,10588,15181,16009,9331,10060,9805,9788,13563,13119,14240,15948,18824,17913,21438,23833,25799,29951,36829,51592,52847,45030,47188,50116,56880,59287,49787,58071,56586,59185,54376,57840,50359,57023,55221,67215,68713,66359,74385,60813,47242,47656,46527,43061,41682
10028,14683,20462,28883,25457,19032,19032,22173,16634,15143,22216,26066,15143,34445,30532,26162,32382,32729,35306,33085,30864,36702,29388,28609,24958,28211,26958,25099,23721,22497,21552,21117,17087,21483,20518,20337,20173,19262,19294,22927,24935,20957,33733,30580,21675,20735,30341,38102,33431,20851,28062,28142,31596,35760,34904,25554,18505,19406,25048,30987,21462,21264,24782,21395,23626,25621,20026,20891
10486,235,286,238,450,333,333,1970,2098,2257,2071,1945,2257,1887,1784,1605,1504,2467,3261,4853,5234,4748,4758,5870,5658,9296,9981,8228,7610,6645,7387,7722,8318,7990,8823,10547,8708,8619,9235,9269,9776,9049,11889,11383,8298,10203,8766,8738,8951,7121,11008,13198,9794,13376,14583,15768,19501,24587,24692,28578,32465,32550,29337,29766,27825,29614,27775,29889
13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,327,329,441,480,605,722,645,614,888,1396,2944,2129,2582,3231,3254,5044,4301,5964,5061,5060,6037,6729,7926,6618,7065,6003,5468,4313,5708,5612,5005,4511,6506,5838,6125,5622,7051,10629,10504,7491,8465,9439,10557,7984,7697,6611,6762,6232,6356,7185
350,0,0,0,0,0,0,996,2106,4817,6205,9358,4817,11113,12869,9462,17762,9456,9215,9057,12020,8287,8030,10227,7406,8995,9122,7769,9066,10047,11321,10947,9151,9334,7965,8613,7785,7390,7706,8557,8209,7456,9491,9282,7243,6554,8272,8792,9105,7004,8670,9788,10220,6479,6918,6880,7268,7677,8295,17572,15532,6592,6138,7257,8629,10004,13603,11545
490,0,0,0,0,0,0,0,0,0,151,219,0,160,124,129,218,237,257,3471,1561,2017,1889,1670,1541,1416,1412,1068,1233,953,971,1178,1714,2052,8870,2774,3646,3831,5221,10615,9723,12997,11435,10176,8976,10219,13103,16682,18158,19578,20998,18008,25768,18700,14348,10927,9292,12850,14033,13640,18175,8068,11148,9009,8047,15171,22514,19482
494,0,0,0,0,0,0,0,0,0,4103,5198,0,6099,6885,6648,7327,8039,6585,4147,3811,4835,4982,6957,7205,7388,6097,5701,6922,5847,6700,7424,6574,7125,8322,8443,13724,9343,7521,7278,8947,8100,8054,8071,7982,9706,10421,10285,10752,9763,12273,7332,7996,8307,8310,8422,9044,10799,13219,11272,11277,13005,14185,16368,15559,14751,14042,13894
741,0,0,1770,2276,2649,2649,4909,10100,10420,12416,12193,10420,11971,10435,8424,8628,8465,7687,7718,3474,2344,1974,2131,2100,1430,1381,1453,1466,1623,2052,1257,833,1634,1322,954,281,321,310,627,200,728,1460,1481,2582,3246,2038,1930,2505,1706,370,104,85,64,89,35,97,293,51,51,47,100,184,89,22,90,36,24
961,8558,9583,10609,2676,1459,1459,328,338,477,350,260,477,391,152,229,282,383,634,598,137,132,469,395,163,621,9,266,221,125,310,156,94,160,251,254,100,161,128,131,105,64,6,105,170,82,65,257,75,188,200,132,102,100,116,84,192,43,11,3,73,79,45,18,30,80,52,164
1133,0,0,0,202,470,470,257,448,639,223,331,639,158,44,68,136,140,218,199,50,45,57,138,69,45,12,69,88,44,132,86,34,67,100,80,48,57,41,78,49,22,52,36,62,36,28,103,119,67,546,537,689,1045,528,360,531,785,5253,6821,5486,9804,10220,11229,7005,5574,3940,2487
1256,96,297,633,335,205,205,298,635,751,1179,2251,751,2218,1791,2904,2498,2972,2503,2606,2050,3263,5727,8553,11025,14646,9822,6682,7113,6162,6951,10969,10474,13575,11482,11125,8325,8542,8472,12508,19043,15175,21902,12549,8580,9561,9903,11078,11011,10085,17421,13969,12559,15358,15237,15963,18789,18665,30244,31541,31261,30981,20445,16558,14662,11222,9758,8994
1329,405,193,213,217,184,184,268,214,352,277,334,352,229,109,147,350,3559,3741,4055,3275,3861,3932,4645,4174,4312,4311,4477,4386,4284,4548,4768,4009,4454,4161,10562,5375,6574,4709,5214,5241,5120,5561,5395,5086,5602,6331,5844,10661,7438,4216,2510,389,370,359,255,284,232,324,310,352,386,288,298,298,427,304,420
1331,0,0,0,0,0,0,0,0,402,587,587,402,1053,1729,1899,3239,2409,2914,3066,2117,3010,3116,3991,3032,3401,3598,3450,5622,8281,8116,8514,8823,8650,6949,7294,5230,4953,5641,6429,8395,8706,9637,9689,8081,7123,8340,9601,9363,9179,9125,6622,6329,8394,8816,9948,12208,9958,10878,8766,8706,9661,9438,10466,10728,12831,11743,11743
1783,0,0,0,26,9,9,33,17,18,19,77,18,73,32,23,45,56,98,107,256,141,249,308,366,491,754,846,588,539,599,656,497,659,891,662,577,549,668,1097,1236,1040,2541,1108,1015,1244,1295,1157,1516,1663,3516,6898,4289,8102,4610,2988,4895,10333,10423,7102,2542,2956,3263,3299,5178,9623,4218,2680
1839,0,0,0,0,0,0,0,0,0,0,41,0,1808,1979,2110,2191,2824,1681,2115,3165,3019,3208,1341,1648,2600,3636,4830,5657,6198,10537,7795,5722,9163,7519,7509,7413,10417,11782,12913,11622,11908,14263,21924,110338,96059,11543,10721,10771,9128,11637,12850,12328,11754,9229,9394,10594,12846,22104,19855,32515,40456,45844,30541,42180,23300,7420,5949
1943,118,46,40,29,51,51,304,134,92,137,162,92,127,119,129,221,228,275,244,95,169,120,191,233,741,1206,882,1182,718,814,1167,1055,946,1022,2121,2200,1526,1148,1445,2830,3113,4380,2988,3167,1949,2386,3737,2067,2127,2149,1926,2244,2540,2904,3485,4362,2527,5846,5741,6689,10137,6472,7561,10447,8748,6381,6956
2016,423,311,271,473,379,379,861,1507,1447,734,440,1447,1375,253,545,846,890,1089,1146,528,676,1167,1444,10565,31319,22350,43954,38303,32653,44922,33578,14991,1763,1274,869,266,643,584,475,573,239,247,547,563,218,553,898,1362,506,752,409,432,477,385,312,398,177,107,108,145,220,174,215,171,227,173,306
2021,271,214,197,269,378,378,355,1277,1107,533,422,1107,461,187,361,593,530,565,540,439,572,751,1100,10378,31178,22296,43691,38053,32416,44631,33257,14565,1645,1008,560,263,449,501,374,747,773,337,468,504,220,364,507,1107,529,720,391,396,283,358,263,276,208,112,90,141,210,203,152,127,141,129,169
2115,281,447,749,721,701,701,1577,1499,1760,1756,1453,1760,1340,1377,1507,2549,2801,3086,3054,3865,4762,5517,5272,4389,5236,5989,5174,4964,4922,6237,7721,6853,7967,8560,8012,5527,5226,6044,5738,8841,7865,8256,7498,5591,12492,12272,14588,12885,11183,10380,12730,9908,8142,6608,5327,5983,6004,6795,7486,6449,5576,7427,7191,5354,3666,2888,2271
2227,0,0,0,0,0,0,0,0,0,0,62,0,726,1366,2055,3596,3921,7106,9927,12695,9222,11055,14889,14140,19248,17628,16614,16585,18008,19004,15182,13689,21976,25921,26345,23824,28280,33251,38223,23299,13581,16428,13415,12033,11516,10634,11943,14524,13538,15626,14926,16507,15032,12332,12104,14956,14740,16952,15992,13934,12344,11203,10464,11756,9913,10626,10318
2330,384,3960,2852,1745,489,489,1083,880,953,584,461,953,1155,293,508,820,817,1418,1300,293,291,411,833,435,420,77,492,631,233,795,362,589,440,649,720,292,684,220,641,152,73,258,376,301,195,149,702,498,507,446,376,148,294,80,76,401,78,14,3,117,152,82,105,264,241,540,427
2422,5896,9005,8724,7287,8472,8472,13119,8430,8323,10113,15230,8323,61311,60395,67200,86104,92184,108240,127205,125208,157795,171202,228461,218948,282992,314438,359177,398898,433766,515844,520839,492697,599625,689436,986809,944430,985023,1029112,1083563,1127982,1154172,1510534,1401640,1299301,1661511,2100060,1877458,1997925,1960646,2264079,2295928,2220202,2537717,2415461,2296732,2585743,3177277,4060760,3929364,3797969,3115816,3094924,2748651,2889028,2783990,2523131,2294262
2443,472,460,383,377,236,236,3781,1404,796,2519,4392,796,3673,2955,6038,5805,1790,1149,796,702,579,562,727,837,805,562,760,1066,683,1366,1324,1047,905,801,861,906,972,653,883,937,433,552,821,480,331,354,423,887,358,368,297,253,257,241,159,225,128,462,253,153,152,160,162,228,327,181,281
2717,0,0,0,0,0,0,0,0,0,0,41,0,305,490,454,611,1532,2530,2370,1943,2443,2915,2836,4310,5933,7469,8574,9395,10641,8731,11386,7159,9067,7150,10859,10267,9675,10182,8758,8751,5228,4795,4710,3299,4203,3777,4335,5349,6362,5650,7345,6286,4166,2973,4835,7049,5636,1753,1165,1545,1940,1708,1716,1827,1513,1843,1338
3105,0,0,0,0,0,0,0,0,0,0,51,0,37,35,91,118,172,270,243,235,174,156,237,184,255,218,176,203,518,966,582,401,842,925,452,437,440,617,408,1018,1511,2629,2729,2001,3874,4130,5744,6189,6694,9292,10630,10141,11354,11143,8912,12794,11208,14119,10999,13030,12006,14311,14010,13709,12845,11702,11762
3243,129,62,472,200,262,262,125,546,149,95,252,149,163,652,409,790,2135,1566,3467,3375,3975,6232,8040,7660,8731,10198,5569,6013,3944,3749,6579,5846,5887,7848,7743,7071,7030,5689,7739,10485,10434,12899,14423,12708,12633,13733,15235,18378,12862,17464,17196,19817,17261,18829,16442,18424,20406,14956,17928,11835,11855,16699,11655,15062,13053,16673,15738
3250,5755,5316,4659,6675,4406,4406,2419,2157,1943,1863,2130,1943,1365,1199,1474,1092,2611,2058,2366,2120,2220,5048,5935,7361,8660,9782,4053,3751,3192,3490,5766,5031,5338,6779,7240,6226,6379,5043,6521,9963,10408,13537,15000,12829,12047,14194,14624,18518,13358,17693,18079,20532,18067,20207,17470,20440,18195,15951,19378,13126,13191,17976,12795,16312,13993,17797,16473
3314,0,92,110,68,85,85,178,387,475,676,952,475,1501,1646,2182,2287,2811,3463,4403,5385,9319,10528,16718,6427,5702,5774,4247,4977,5768,6354,5790,4219,5015,5898,11207,8822,9010,10880,10536,9922,9042,8121,6779,5705,7530,8128,9292,9828,11460,11425,10822,9152,1882,1731,1190,1715,1625,1239,646,559,672,779,672,698,1001,918,925
3350,0,0,0,0,0,0,27,41,83,269,179,83,99,52,46,114,80,150,112,141,118,307,307,243,360,368,972,987,917,1585,10115,180787,522473,702788,1400945,1635648,1906246,2336653,2586597,3006353,3202973,4068824,4235990,3778362,4918249,5887657,6182542,6960083,7125457,8062336,8220507,8338399,9793341,9464076,8796254,10582057,11277295,12964235,13464337,13415079,13753032,14912176,14354775,15457867,16056607,16655347,15896618
3589,0,0,0,0,0,0,0,36,24,168,398,24,344,404,413,416,467,694,1070,485,630,745,1051,745,733,644,278,469,638,381,585,501,965,746,2252,3220,3998,1989,8756,8830,9332,10779,12227,7064,7303,7985,7855,7986,6383,5610,7837,6249,7378,7028,6305,7513,7515,7993,7965,7093,5791,7354,7554,7861,10021,9863,9183
3625,2002,2427,2984,3868,3675,3675,3185,3725,4501,4309,5940,4501,6008,8022,7259,6893,6959,5777,5720,5003,4868,5019,4948,4415,5081,5467,5656,6810,5871,7419,9148,6811,7336,6862,8913,8475,10505,19422,24778,24311,17448,21646,21923,14857,23328,22356,21064,20135,10306,12556,12539,18028,20564,22459,18318,20847,21565,22686,23808,16720,15855,18747,14469,13276,14773,13554,13564
3820,1351,2769,4143,2704,2496,2496,2797,3181,3285,7089,7241,3285,10482,9362,6612,5789,3695,4412,4176,6644,7469,7483,8664,7914,8238,7875,9900,12340,9229,5880,5924,5653,9945,10200,9534,8868,8310,8463,9752,10183,9377,9828,9315,8575,6795,6800,6294,8630,7096,6072,7203,5456,7017,7294,5293,6394,5699,6228,6226,5176,5580,5120,5208,5572,6802,5899,4703
4315,3272,7682,6435,5238,5365,5365,15600,12011,14518,42398,58152,14518,68279,107293,48136,39167,36379,41145,38788,35132,30971,35484,26068,23926,20387,13950,10267,10162,9107,9450,8954,6222,7395,7450,7465,7073,6276,6469,7769,7962,7171,5446,4459,4997,8805,7217,4904,10063,12240,14819,11373,8414,9856,8471,49690,64517,79345,15709,9776,7359,8359,14109,10881,11003,6415,7372,6022
4322,5905,4805,4698,4821,5282,5282,6642,6227,6118,6144,6960,6118,7366,6944,6376,8881,8830,13393,16260,12073,9861,11763,11139,13392,13866,16063,16883,18774,17125,15805,10076,8543,13378,22673,14081,12157,13277,12573,11869,12157,11275,11217,10089,8178,7914,7528,8737,8410,8688,9525,9391,8580,7911,7871,6362,8171,7044,8806,7877,7961,8878,8604,8125,9186,8614,7720,7101
4425,1498,2527,5172,7000,10452,10452,38278,55310,78806,96035,140529,78806,189657,162164,160681,183660,168142,180010,204077,189716,226925,229087,268941,244987,271803,268632,244024,268393,252645,250958,253121,208690,259109,226560,271209,256063,263608,250045,247449,268464,243220,288061,251555,218258,255857,275645,280150,291189,260468,285112,283867,266099,286392,263546,239655,259542,272279,301651,302674,303546,317134,301091,285049,299217,290076,262389,251435
4519,0,0,0,0,0,0,0,0,0,0,73,0,1342,1948,3359,10211,9499,10526,9357,8202,7863,12383,39412,45491,48643,85534,91532,89560,102758,97313,84299,94772,92246,92650,95058,97466,103155,103326,91469,113668,95114,105193,82152,84515,78414,70881,62489,57138,47411,57897,59262,57724,57586,50452,46875,59235,60778,70629,62191,59878,55893,66776,65978,67396,61444,56796,57895
4671,111,47,40,60,262,262,2349,19240,30350,53557,78143,30350,68156,54115,48253,50058,51210,49826,49438,44759,56270,37676,38898,31982,28372,27639,27599,28335,29527,29897,27153,21599,25984,19771,23639,18027,18934,22582,17096,16587,13400,14878,12278,9164,9874,10476,9749,11371,10274,12239,13168,11490,10964,7971,6121,6935,6120,7076,7849,7643,5807,5534,4915,5086,5042,4471,3406
4924,10039,20489,16081,11702,11565,11565,26142,29907,27675,29188,30792,27675,28340,27786,28378,27781,27855,27660,27466,24524,27112,27450,22555,12301,16431,18994,18723,19124,16757,15822,17162,13587,16630,15059,17325,16706,18897,20444,21712,23705,22702,23910,21006,20682,23737,23166,22316,25577,20701,19365,21645,18244,21106,18100,14695,17365,17693,20647,18311,19310,17883,23653,22369,23293,19836,18423,16551
5022,72,226,535,235,330,330,972,796,540,327,451,540,738,499,518,479,445,354,1149,4424,481,3462,7323,9494,9097,4207,592,819,834,873,302,519,504,270,498,313,627,211,357,252,557,5998,3702,3917,10756,6284,7593,10183,4388,3851,1120,2620,1187,2321,1159,1020,383,714,466,2635,2142,1121,462,2081,3014,2157,2183
5066,24719,29303,34826,29573,32300,32300,28479,24349,26740,25615,28725,26740,25244,25496,22839,28323,25823,23774,22958,18895,20693,19792,23085,31764,40444,23313,23667,25465,24313,23513,22504,19367,23777,22867,34688,32083,36706,38581,27141,31489,22297,26654,27058,19392,27751,26287,25005,22785,16992,20292,19192,18525,22242,12128,10385,13614,19267,15402,13551,11710,11979,12042,12319,12495,16892,14018,13867
5067,19564,22148,24478,22425,22488,22488,18947,15151,18717,20758,19537,18717,21595,22413,17928,19533,16667,14979,14427,15089,15429,13132,11856,10070,12393,11374,12523,11497,9111,10433,10408,8564,9843,9138,10456,9118,9201,8160,9124,11206,6986,7830,8377,7522,6386,8572,9645,12494,9120,14516,11244,9154,9752,8729,7582,8398,8788,7383,5876,6335,5739,6077,5209,4573,4467,4207,4683
5216,2649,3308,3525,2890,2232,2232,4303,3148,3557,3805,4050,3557,6610,5076,6070,5779,4918,5249,5268,5620,5290,8750,10805,9574,15870,18573,10197,9643,10145,11118,14805,12415,11924,11840,11540,10910,11840,11499,11889,12138,13009,16813,11343,10715,13764,15078,14044,15014,15984,9188,10572,9046,7405,7356,6699,7918,6777,5217,6294,4397,4022,4133,5615,5553,5468,4404,4836
5265,2611,1499,1753,1680,1765,1765,1591,1593,2253,1855,2773,2253,3270,8344,8328,11599,14301,10498,3781,2820,3632,3944,5122,3989,4557,6220,4587,5004,5396,5518,5642,4758,5635,4953,4776,5233,10478,10732,34037,77940,121843,70549,52775,14223,5053,6046,6194,5615,4831,6534,10575,12282,44166,38606,16044,21158,20169,35412,42447,28222,58883,94252,156146,150009,174031,173323,185309
5293,0,0,0,0,17,17,64,22,46,835,41,46,53,80,57,101,74,96,154,68,63,83,110,146,174,230,301,399,338,410,578,1093,579,501,638,705,832,1394,1742,2289,1551,2525,3583,2686,3785,2609,2000,5852,3040,3346,3544,4604,4017,4174,3312,10484,13281,16079,8653,5069,4421,5885,6215,6095,5057,8060,7909
